Source,Target,Type,Weight
11805,488,undirected,1
11805,489,undirected,1
11805,490,undirected,1
11805,314,undirected,1
11805,491,undirected,1
11805,317,undirected,1
11805,314,undirected,1
11805,492,undirected,1
11805,493,undirected,1
11805,494,undirected,1
11805,254,undirected,1
11805,495,undirected,1
11805,496,undirected,1
11805,497,undirected,1
11805,159,undirected,1
11805,159,undirected,1
11805,125,undirected,1
11805,26,undirected,1
11805,498,undirected,1
11805,499,undirected,1
11805,500,undirected,1
11805,501,undirected,1
11805,481,undirected,1
11805,502,undirected,1
11805,503,undirected,1
1910,504,undirected,1
1910,505,undirected,1
1910,506,undirected,1
1910,507,undirected,1
1910,508,undirected,1
1910,3,undirected,1
1910,422,undirected,1
1910,509,undirected,1
1910,232,undirected,1
1910,510,undirected,1
1910,511,undirected,1
1910,110,undirected,1
1910,51,undirected,1
1910,512,undirected,1
1910,513,undirected,1
1910,514,undirected,1
1910,515,undirected,1
1910,72,undirected,1
1910,516,undirected,1
1910,268,undirected,1
1910,75,undirected,1
1910,517,undirected,1
1910,518,undirected,1
1910,519,undirected,1
1910,520,undirected,1
1910,79,undirected,1
1910,427,undirected,1
1910,521,undirected,1
1910,522,undirected,1
1910,523,undirected,1
1910,251,undirected,1
1910,524,undirected,1
1910,525,undirected,1
1910,526,undirected,1
1910,465,undirected,1
1910,88,undirected,1
1910,42,undirected,1
1910,527,undirected,1
1910,528,undirected,1
1910,289,undirected,1
1910,529,undirected,1
1910,530,undirected,1
1910,26,undirected,1
1910,260,undirected,1
1910,75,undirected,1
1910,531,undirected,1
1910,88,undirected,1
1910,532,undirected,1
1910,94,undirected,1
1910,268,undirected,1
1910,533,undirected,1
1910,534,undirected,1
1910,535,undirected,1
11806,536,undirected,1
11806,537,undirected,1
11806,538,undirected,1
11806,539,undirected,1
11806,540,undirected,1
11806,541,undirected,1
11806,3,undirected,1
11806,542,undirected,1
11806,543,undirected,1
11806,544,undirected,1
11806,545,undirected,1
11806,379,undirected,1
11806,546,undirected,1
11806,34,undirected,1
11806,547,undirected,1
11806,548,undirected,1
11806,549,undirected,1
11806,520,undirected,1
11806,550,undirected,1
11806,41,undirected,1
11806,42,undirected,1
11806,551,undirected,1
11806,34,undirected,1
11806,184,undirected,1
11806,552,undirected,1
11806,42,undirected,1
11806,553,undirected,1
11806,554,undirected,1
11806,26,undirected,1
11806,555,undirected,1
11806,556,undirected,1
11806,545,undirected,1
11806,557,undirected,1
11806,558,undirected,1
11806,88,undirected,1
11806,559,undirected,1
11806,29,undirected,1
11806,560,undirected,1
11807,561,undirected,1
11807,562,undirected,1
11807,67,undirected,1
11807,563,undirected,1
11807,564,undirected,1
11807,565,undirected,1
11807,547,undirected,1
11807,70,undirected,1
11807,40,undirected,1
11807,208,undirected,1
11807,10,undirected,1
11807,282,undirected,1
11807,81,undirected,1
11807,42,undirected,1
11807,184,undirected,1
11807,566,undirected,1
11807,88,undirected,1
11807,42,undirected,1
11807,567,undirected,1
11807,554,undirected,1
11807,568,undirected,1
11807,569,undirected,1
11807,88,undirected,1
11807,472,undirected,1
11807,222,undirected,1
11807,570,undirected,1
11807,571,undirected,1
11807,222,undirected,1
11808,572,undirected,1
11808,137,undirected,1
11808,450,undirected,1
11808,452,undirected,1
11808,573,undirected,1
11808,3,undirected,1
11808,574,undirected,1
11808,107,undirected,1
11808,575,undirected,1
11808,576,undirected,1
11808,110,undirected,1
11808,35,undirected,1
11808,577,undirected,1
11808,458,undirected,1
11808,578,undirected,1
11808,461,undirected,1
11808,415,undirected,1
11808,579,undirected,1
11808,580,undirected,1
11808,79,undirected,1
11808,467,undirected,1
11808,80,undirected,1
11808,282,undirected,1
11808,382,undirected,1
11808,465,undirected,1
11808,581,undirected,1
11808,580,undirected,1
11808,527,undirected,1
11808,391,undirected,1
11808,25,undirected,1
11808,125,undirected,1
11808,26,undirected,1
11808,260,undirected,1
11808,262,undirected,1
11808,131,undirected,1
11808,192,undirected,1
11808,582,undirected,1
11808,88,undirected,1
11808,472,undirected,1
11808,583,undirected,1
11808,268,undirected,1
11808,584,undirected,1
11808,585,undirected,1
11808,586,undirected,1
11808,473,undirected,1
11808,474,undirected,1
11808,535,undirected,1
11808,200,undirected,1
11809,587,undirected,1
11809,588,undirected,1
11809,589,undirected,1
11809,590,undirected,1
11809,591,undirected,1
11809,592,undirected,1
11809,593,undirected,1
11809,594,undirected,1
11809,595,undirected,1
11809,596,undirected,1
11809,597,undirected,1
11809,598,undirected,1
11809,599,undirected,1
11809,600,undirected,1
11809,601,undirected,1
11809,602,undirected,1
11809,603,undirected,1
11809,604,undirected,1
11809,605,undirected,1
11809,606,undirected,1
11809,607,undirected,1
11809,608,undirected,1
11809,609,undirected,1
11809,610,undirected,1
11809,611,undirected,1
11809,612,undirected,1
11809,613,undirected,1
11809,614,undirected,1
11809,615,undirected,1
11809,616,undirected,1
11809,617,undirected,1
11809,383,undirected,1
11809,618,undirected,1
11809,619,undirected,1
11809,620,undirected,1
11809,621,undirected,1
11809,622,undirected,1
11809,623,undirected,1
11809,624,undirected,1
11809,625,undirected,1
11809,626,undirected,1
11809,627,undirected,1
11809,628,undirected,1
11809,629,undirected,1
11809,630,undirected,1
11809,631,undirected,1
11809,632,undirected,1
11809,633,undirected,1
11809,54,undirected,1
11809,634,undirected,1
11809,635,undirected,1
11809,636,undirected,1
11809,637,undirected,1
11809,638,undirected,1
11809,639,undirected,1
11809,222,undirected,1
11809,640,undirected,1
11809,641,undirected,1
11809,642,undirected,1
11809,643,undirected,1
11809,604,undirected,1
11809,397,undirected,1
11809,644,undirected,1
11809,645,undirected,1
11809,646,undirected,1
11809,647,undirected,1
11810,648,undirected,1
11810,301,undirected,1
11810,302,undirected,1
11810,649,undirected,1
11810,650,undirected,1
11810,329,undirected,1
11810,421,undirected,1
11810,651,undirected,1
11810,3,undirected,1
11810,652,undirected,1
11810,653,undirected,1
11810,654,undirected,1
11810,301,undirected,1
11810,655,undirected,1
11810,656,undirected,1
11810,294,undirected,1
11810,657,undirected,1
11810,658,undirected,1
11810,150,undirected,1
11810,659,undirected,1
11810,314,undirected,1
11810,660,undirected,1
11810,661,undirected,1
11810,662,undirected,1
11810,254,undirected,1
11810,663,undirected,1
11810,19,undirected,1
11810,664,undirected,1
11810,665,undirected,1
11810,329,undirected,1
11810,666,undirected,1
