Source,Target,Type,Weight
6676,230,undirected,1
6676,376,undirected,1
6676,377,undirected,1
6676,131,undirected,1
6677,133,undirected,1
6677,348,undirected,1
6677,349,undirected,1
6677,10,undirected,1
6677,350,undirected,1
6677,351,undirected,1
6677,99,undirected,1
6677,352,undirected,1
6677,353,undirected,1
6677,354,undirected,1
6677,355,undirected,1
6677,136,undirected,1
6677,71,undirected,1
6677,356,undirected,1
6677,357,undirected,1
6677,19,undirected,1
6677,21,undirected,1
6677,358,undirected,1
6677,178,undirected,1
6677,359,undirected,1
6677,360,undirected,1
6677,361,undirected,1
6677,362,undirected,1
6677,363,undirected,1
6677,327,undirected,1
6677,243,undirected,1
6677,364,undirected,1
6677,365,undirected,1
6677,366,undirected,1
6677,51,undirected,1
6677,367,undirected,1
6677,368,undirected,1
6677,369,undirected,1
6677,306,undirected,1
6677,92,undirected,1
6677,92,undirected,1
6677,157,undirected,1
6677,56,undirected,1
6677,370,undirected,1
6677,371,undirected,1
6677,60,undirected,1
6677,372,undirected,1
6677,255,undirected,1
6677,373,undirected,1
6677,374,undirected,1
6677,375,undirected,1
6677,64,undirected,1
6677,230,undirected,1
6677,376,undirected,1
6677,377,undirected,1
6677,131,undirected,1
6678,133,undirected,1
6678,348,undirected,1
6678,349,undirected,1
6678,10,undirected,1
6678,350,undirected,1
6678,351,undirected,1
6678,99,undirected,1
6678,352,undirected,1
6678,353,undirected,1
6678,354,undirected,1
6678,355,undirected,1
6678,136,undirected,1
6678,71,undirected,1
6678,356,undirected,1
6678,357,undirected,1
6678,19,undirected,1
6678,21,undirected,1
6678,358,undirected,1
6678,178,undirected,1
6678,359,undirected,1
6678,360,undirected,1
6678,361,undirected,1
6678,362,undirected,1
6678,363,undirected,1
6678,327,undirected,1
6678,243,undirected,1
6678,364,undirected,1
6678,365,undirected,1
6678,366,undirected,1
6678,51,undirected,1
6678,367,undirected,1
6678,368,undirected,1
6678,369,undirected,1
6678,306,undirected,1
6678,92,undirected,1
6678,92,undirected,1
6678,157,undirected,1
6678,56,undirected,1
6678,370,undirected,1
6678,371,undirected,1
6678,60,undirected,1
6678,372,undirected,1
6678,255,undirected,1
6678,373,undirected,1
6678,374,undirected,1
6678,375,undirected,1
6678,64,undirected,1
6678,230,undirected,1
6678,376,undirected,1
6678,377,undirected,1
6678,131,undirected,1
6679,378,undirected,1
6679,133,undirected,1
6679,379,undirected,1
6679,380,undirected,1
6679,381,undirected,1
6679,10,undirected,1
6679,170,undirected,1
6679,350,undirected,1
6679,382,undirected,1
6679,99,undirected,1
6679,11,undirected,1
6679,383,undirected,1
6679,353,undirected,1
6679,14,undirected,1
6679,136,undirected,1
6679,384,undirected,1
6679,137,undirected,1
6679,385,undirected,1
6679,19,undirected,1
6679,386,undirected,1
6679,387,undirected,1
6679,21,undirected,1
6679,388,undirected,1
6679,177,undirected,1
6679,389,undirected,1
6679,149,undirected,1
6679,390,undirected,1
6679,391,undirected,1
6679,32,undirected,1
6679,392,undirected,1
6679,368,undirected,1
6679,393,undirected,1
6679,394,undirected,1
6679,395,undirected,1
6679,40,undirected,1
6679,40,undirected,1
6679,396,undirected,1
6679,397,undirected,1
6679,398,undirected,1
6679,399,undirected,1
6679,400,undirected,1
6679,401,undirected,1
6679,402,undirected,1
6679,403,undirected,1
6679,52,undirected,1
6679,51,undirected,1
6679,157,undirected,1
6679,155,undirected,1
6679,404,undirected,1
6679,405,undirected,1
6679,406,undirected,1
6679,92,undirected,1
6679,157,undirected,1
6679,156,undirected,1
6679,121,undirected,1
6679,407,undirected,1
6679,57,undirected,1
6679,56,undirected,1
6679,408,undirected,1
6679,409,undirected,1
6679,60,undirected,1
6679,410,undirected,1
6679,164,undirected,1
6679,64,undirected,1
6679,345,undirected,1
6679,411,undirected,1
6679,131,undirected,1
6680,412,undirected,1
6680,413,undirected,1
6680,10,undirected,1
6680,8,undirected,1
6680,414,undirected,1
6680,415,undirected,1
6680,416,undirected,1
6680,417,undirected,1
6680,418,undirected,1
6680,419,undirected,1
6680,420,undirected,1
6680,421,undirected,1
6680,422,undirected,1
6680,423,undirected,1
6680,424,undirected,1
6680,425,undirected,1
6680,426,undirected,1
6680,427,undirected,1
6680,428,undirected,1
6680,429,undirected,1
6680,430,undirected,1
6680,431,undirected,1
6680,432,undirected,1
6680,433,undirected,1
6680,44,undirected,1
6680,38,undirected,1
6680,92,undirected,1
6680,92,undirected,1
6680,251,undirected,1
6680,434,undirected,1
6680,56,undirected,1
6680,435,undirected,1
6680,436,undirected,1
6680,60,undirected,1
6680,437,undirected,1
6680,438,undirected,1
6680,439,undirected,1
6680,440,undirected,1
6680,225,undirected,1
6680,441,undirected,1
6680,442,undirected,1
6680,443,undirected,1
6680,314,undirected,1
6670,444,undirected,1
6670,5,undirected,1
6670,100,undirected,1
6670,102,undirected,1
6670,103,undirected,1
6670,445,undirected,1
6670,104,undirected,1
6670,19,undirected,1
