Source,Target,Type,Weight
15735,406,undirected,1
15735,407,undirected,1
15735,408,undirected,1
15735,409,undirected,1
15735,410,undirected,1
15735,243,undirected,1
15735,26,undirected,1
15735,411,undirected,1
15735,412,undirected,1
15735,413,undirected,1
15735,34,undirected,1
15735,414,undirected,1
15735,415,undirected,1
15735,416,undirected,1
15735,356,undirected,1
15735,417,undirected,1
15735,418,undirected,1
15735,419,undirected,1
15735,420,undirected,1
15735,56,undirected,1
15735,61,undirected,1
15735,421,undirected,1
15735,302,undirected,1
15736,343,undirected,1
15736,341,undirected,1
15736,422,undirected,1
15736,343,undirected,1
15736,423,undirected,1
15736,284,undirected,1
15736,424,undirected,1
15736,71,undirected,1
15736,425,undirected,1
15736,275,undirected,1
15736,426,undirected,1
15736,276,undirected,1
15736,277,undirected,1
15736,279,undirected,1
15736,21,undirected,1
15736,280,undirected,1
15736,427,undirected,1
15736,428,undirected,1
15736,113,undirected,1
15736,349,undirected,1
15736,429,undirected,1
15736,430,undirected,1
15736,349,undirected,1
15736,287,undirected,1
15736,202,undirected,1
15736,35,undirected,1
15736,431,undirected,1
15736,432,undirected,1
15736,433,undirected,1
15736,434,undirected,1
15736,288,undirected,1
15736,435,undirected,1
15736,275,undirected,1
15736,436,undirected,1
15736,437,undirected,1
15736,438,undirected,1
15736,439,undirected,1
15736,92,undirected,1
15736,92,undirected,1
15736,440,undirected,1
15736,441,undirected,1
15736,56,undirected,1
15736,297,undirected,1
15736,57,undirected,1
15736,442,undirected,1
15736,443,undirected,1
15736,444,undirected,1
15736,239,undirected,1
15736,445,undirected,1
15736,446,undirected,1
15736,183,undirected,1
15736,447,undirected,1
15736,448,undirected,1
15736,449,undirected,1
15736,302,undirected,1
15736,450,undirected,1
15736,187,undirected,1
1153,451,undirected,1
1153,10,undirected,1
1153,452,undirected,1
1153,453,undirected,1
1153,19,undirected,1
1153,21,undirected,1
1153,113,undirected,1
1153,454,undirected,1
1153,455,undirected,1
1153,171,undirected,1
1153,456,undirected,1
1153,457,undirected,1
1153,458,undirected,1
1153,128,undirected,1
1153,289,undirected,1
1153,40,undirected,1
1153,459,undirected,1
1153,41,undirected,1
1153,460,undirected,1
1153,454,undirected,1
1153,461,undirected,1
1153,462,undirected,1
1153,463,undirected,1
1153,464,undirected,1
1153,465,undirected,1
1153,178,undirected,1
1153,292,undirected,1
1153,56,undirected,1
1153,466,undirected,1
1153,57,undirected,1
1153,467,undirected,1
1153,468,undirected,1
1153,444,undirected,1
1153,235,undirected,1
1153,237,undirected,1
1153,239,undirected,1
1153,469,undirected,1
1153,470,undirected,1
1153,363,undirected,1
1153,471,undirected,1
1153,64,undirected,1
1153,150,undirected,1
1153,187,undirected,1
1153,10,undirected,1
1153,472,undirected,1
1153,104,undirected,1
1153,11,undirected,1
1153,273,undirected,1
1153,19,undirected,1
1153,473,undirected,1
1153,474,undirected,1
1153,475,undirected,1
1153,476,undirected,1
1153,477,undirected,1
1153,478,undirected,1
1153,472,undirected,1
1153,479,undirected,1
1153,136,undirected,1
1153,480,undirected,1
1153,178,undirected,1
1153,481,undirected,1
1153,57,undirected,1
1153,482,undirected,1
1153,60,undirected,1
1153,235,undirected,1
1153,483,undirected,1
1153,187,undirected,1
15737,484,undirected,1
15737,243,undirected,1
15737,71,undirected,1
15737,371,undirected,1
15737,485,undirected,1
15737,486,undirected,1
15737,487,undirected,1
15737,488,undirected,1
15737,486,undirected,1
15737,489,undirected,1
15737,127,undirected,1
15737,490,undirected,1
15737,491,undirected,1
15737,492,undirected,1
15737,493,undirected,1
15737,494,undirected,1
15737,495,undirected,1
15737,292,undirected,1
15737,496,undirected,1
15737,56,undirected,1
15737,295,undirected,1
15737,57,undirected,1
15737,299,undirected,1
15737,497,undirected,1
15737,498,undirected,1
15738,499,undirected,1
15738,56,undirected,1
15738,500,undirected,1
15738,57,undirected,1
15738,501,undirected,1
15738,168,undirected,1
15738,502,undirected,1
15738,503,undirected,1
15738,504,undirected,1
15738,505,undirected,1
15738,506,undirected,1
15738,264,undirected,1
15738,507,undirected,1
15738,508,undirected,1
15738,509,undirected,1
15738,510,undirected,1
15739,422,undirected,1
15739,406,undirected,1
15739,511,undirected,1
15739,380,undirected,1
15739,382,undirected,1
15739,26,undirected,1
15739,27,undirected,1
15739,75,undirected,1
15739,384,undirected,1
15739,512,undirected,1
15739,513,undirected,1
15739,392,undirected,1
15739,395,undirected,1
15739,262,undirected,1
15739,292,undirected,1
15739,56,undirected,1
15739,514,undirected,1
15739,515,undirected,1
15739,516,undirected,1
15739,488,undirected,1
15739,146,undirected,1
15739,398,undirected,1
15739,517,undirected,1
15739,95,undirected,1
15739,402,undirected,1
15739,518,undirected,1
15739,187,undirected,1
15740,519,undirected,1
15740,393,undirected,1
15740,520,undirected,1
15740,275,undirected,1
15740,408,undirected,1
15740,521,undirected,1
15740,522,undirected,1
15740,19,undirected,1
15740,523,undirected,1
15740,524,undirected,1
15740,525,undirected,1
15740,526,undirected,1
15740,527,undirected,1
15740,26,undirected,1
15740,411,undirected,1
15740,528,undirected,1
15740,81,undirected,1
15740,529,undirected,1
15740,530,undirected,1
15740,413,undirected,1
15740,531,undirected,1
15740,34,undirected,1
15740,532,undirected,1
15740,356,undirected,1
15740,533,undirected,1
15740,534,undirected,1
15740,535,undirected,1
15740,536,undirected,1
15740,537,undirected,1
15740,90,undirected,1
15740,538,undirected,1
15740,539,undirected,1
15740,540,undirected,1
15740,541,undirected,1
15740,542,undirected,1
15740,137,undirected,1
15740,543,undirected,1
15740,544,undirected,1
15740,545,undirected,1
15740,546,undirected,1
15740,355,undirected,1
15740,302,undirected,1
15740,547,undirected,1
15740,393,undirected,1
15740,520,undirected,1
15740,408,undirected,1
15740,522,undirected,1
15740,548,undirected,1
15740,19,undirected,1
15740,523,undirected,1
15740,524,undirected,1
15740,526,undirected,1
15740,26,undirected,1
15740,411,undirected,1
15740,81,undirected,1
15740,529,undirected,1
15740,530,undirected,1
15740,413,undirected,1
15740,34,undirected,1
15740,532,undirected,1
15740,356,undirected,1
15740,533,undirected,1
15740,534,undirected,1
15740,535,undirected,1
15740,168,undirected,1
15740,90,undirected,1
15740,538,undirected,1
15740,539,undirected,1
15740,540,undirected,1
15740,541,undirected,1
15740,543,undirected,1
15740,549,undirected,1
15740,550,undirected,1
15740,546,undirected,1
15740,302,undirected,1
574,551,undirected,1
574,552,undirected,1
574,553,undirected,1
574,160,undirected,1
574,554,undirected,1
574,275,undirected,1
574,281,undirected,1
574,555,undirected,1
574,556,undirected,1
574,488,undirected,1
574,356,undirected,1
574,127,undirected,1
574,557,undirected,1
574,558,undirected,1
574,559,undirected,1
574,552,undirected,1
574,560,undirected,1
574,561,undirected,1
574,562,undirected,1
574,563,undirected,1
574,56,undirected,1
574,564,undirected,1
574,57,undirected,1
574,488,undirected,1
574,565,undirected,1
574,566,undirected,1
574,567,undirected,1
574,568,undirected,1
574,185,undirected,1
574,569,undirected,1
15741,355,undirected,1
15741,570,undirected,1
15741,571,undirected,1
15741,572,undirected,1
15741,573,undirected,1
15741,574,undirected,1
15741,575,undirected,1
15741,321,undirected,1
15741,576,undirected,1
15741,409,undirected,1
15741,577,undirected,1
15741,578,undirected,1
15741,579,undirected,1
15741,580,undirected,1
15741,581,undirected,1
15741,582,undirected,1
15741,583,undirected,1
15741,382,undirected,1
15741,26,undirected,1
15741,528,undirected,1
15741,584,undirected,1
15741,81,undirected,1
15741,384,undirected,1
15741,585,undirected,1
15741,311,undirected,1
15741,586,undirected,1
15741,416,undirected,1
15741,587,undirected,1
15741,588,undirected,1
15741,589,undirected,1
15741,226,undirected,1
15741,320,undirected,1
15741,590,undirected,1
15741,591,undirected,1
15741,592,undirected,1
15741,593,undirected,1
15741,392,undirected,1
15741,594,undirected,1
15741,595,undirected,1
15741,596,undirected,1
15741,597,undirected,1
15741,598,undirected,1
15741,599,undirected,1
15741,56,undirected,1
15741,600,undirected,1
15741,601,undirected,1
15741,529,undirected,1
15741,602,undirected,1
15741,603,undirected,1
15741,604,undirected,1
15741,605,undirected,1
15742,570,undirected,1
15742,571,undirected,1
15742,572,undirected,1
15742,573,undirected,1
15742,574,undirected,1
15742,575,undirected,1
15742,321,undirected,1
15742,576,undirected,1
15742,409,undirected,1
15742,578,undirected,1
15742,579,undirected,1
15742,580,undirected,1
15742,581,undirected,1
15742,582,undirected,1
15742,583,undirected,1
15742,382,undirected,1
15742,26,undirected,1
15742,528,undirected,1
15742,584,undirected,1
15742,81,undirected,1
15742,384,undirected,1
15742,585,undirected,1
15742,311,undirected,1
15742,586,undirected,1
15742,416,undirected,1
15742,587,undirected,1
15742,588,undirected,1
15742,589,undirected,1
15742,226,undirected,1
15742,320,undirected,1
15742,590,undirected,1
15742,591,undirected,1
15742,592,undirected,1
15742,593,undirected,1
15742,392,undirected,1
15742,594,undirected,1
15742,595,undirected,1
15742,596,undirected,1
15742,597,undirected,1
15742,598,undirected,1
15742,599,undirected,1
15742,56,undirected,1
15742,600,undirected,1
15742,601,undirected,1
15742,529,undirected,1
15742,602,undirected,1
15742,603,undirected,1
15742,604,undirected,1
15742,605,undirected,1
15743,606,undirected,1
15743,408,undirected,1
15743,607,undirected,1
15743,608,undirected,1
15743,609,undirected,1
15743,577,undirected,1
15743,610,undirected,1
15743,26,undirected,1
15743,27,undirected,1
15743,411,undirected,1
15743,413,undirected,1
15743,611,undirected,1
15743,612,undirected,1
15743,34,undirected,1
15743,197,undirected,1
15743,613,undirected,1
15743,392,undirected,1
15743,614,undirected,1
15743,615,undirected,1
15743,56,undirected,1
15743,57,undirected,1
15743,616,undirected,1
15743,101,undirected,1
15743,497,undirected,1
15743,617,undirected,1
15743,618,undirected,1
15743,619,undirected,1
15743,620,undirected,1
15743,355,undirected,1
15743,302,undirected,1
15744,621,undirected,1
15744,622,undirected,1
15744,623,undirected,1
15744,624,undirected,1
15744,625,undirected,1
15744,626,undirected,1
15744,408,undirected,1
15744,607,undirected,1
15744,627,undirected,1
15744,609,undirected,1
15744,628,undirected,1
15744,577,undirected,1
15744,629,undirected,1
15744,26,undirected,1
15744,27,undirected,1
15744,411,undirected,1
15744,413,undirected,1
15744,611,undirected,1
15744,612,undirected,1
15744,34,undirected,1
15744,630,undirected,1
15744,197,undirected,1
15744,415,undirected,1
15744,631,undirected,1
15744,632,undirected,1
15744,392,undirected,1
15744,633,undirected,1
15744,614,undirected,1
15744,634,undirected,1
15744,615,undirected,1
15744,56,undirected,1
15744,57,undirected,1
15744,635,undirected,1
15744,636,undirected,1
15744,617,undirected,1
15744,618,undirected,1
15744,637,undirected,1
15744,619,undirected,1
15744,355,undirected,1
15744,302,undirected,1
15744,96,undirected,1
15745,638,undirected,1
15745,639,undirected,1
15745,368,undirected,1
15745,640,undirected,1
15745,641,undirected,1
15745,371,undirected,1
15745,642,undirected,1
15745,643,undirected,1
15745,644,undirected,1
15745,645,undirected,1
15745,646,undirected,1
15745,71,undirected,1
15745,639,undirected,1
15745,647,undirected,1
15745,249,undirected,1
15745,81,undirected,1
15745,648,undirected,1
15745,649,undirected,1
15745,650,undirected,1
15745,651,undirected,1
15745,652,undirected,1
15745,605,undirected,1
15745,650,undirected,1
15745,653,undirected,1
15745,320,undirected,1
15745,654,undirected,1
15745,655,undirected,1
15745,656,undirected,1
15745,657,undirected,1
15745,658,undirected,1
15745,659,undirected,1
15745,660,undirected,1
15745,661,undirected,1
15745,662,undirected,1
15745,663,undirected,1
15745,664,undirected,1
15745,665,undirected,1
15745,666,undirected,1
15745,262,undirected,1
15745,667,undirected,1
15745,668,undirected,1
15745,57,undirected,1
15745,669,undirected,1
15745,670,undirected,1
15745,671,undirected,1
15745,298,undirected,1
15745,672,undirected,1
15745,673,undirected,1
15745,674,undirected,1
15745,675,undirected,1
15745,572,undirected,1
15745,676,undirected,1
15745,677,undirected,1
15745,678,undirected,1
15745,679,undirected,1
15745,680,undirected,1
15745,681,undirected,1
15745,682,undirected,1
15746,683,undirected,1
15746,684,undirected,1
15746,639,undirected,1
15746,685,undirected,1
15746,10,undirected,1
15746,686,undirected,1
15746,104,undirected,1
15746,392,undirected,1
15746,187,undirected,1
15746,687,undirected,1
15746,688,undirected,1
15746,689,undirected,1
15746,690,undirected,1
15746,71,undirected,1
15746,691,undirected,1
15746,274,undirected,1
15746,275,undirected,1
15746,321,undirected,1
15746,692,undirected,1
15746,639,undirected,1
15746,693,undirected,1
15746,197,undirected,1
15746,694,undirected,1
15746,27,undirected,1
15746,695,undirected,1
15746,81,undirected,1
15746,696,undirected,1
15746,456,undirected,1
15746,697,undirected,1
15746,698,undirected,1
15746,286,undirected,1
15746,699,undirected,1
15746,700,undirected,1
15746,515,undirected,1
15746,701,undirected,1
15746,356,undirected,1
15746,702,undirected,1
15746,703,undirected,1
15746,704,undirected,1
15746,38,undirected,1
15746,705,undirected,1
15746,246,undirected,1
15746,706,undirected,1
15746,707,undirected,1
15746,708,undirected,1
15746,709,undirected,1
15746,710,undirected,1
15746,478,undirected,1
15746,461,undirected,1
