Id,Name,Type
1173,IIOT,Skills
1174,Design Management ,Skills
1175,Technical Product Management,Skills
1176,Modbus,Skills
1177,IEC104,Skills
1178,C++AWS,Skills
1179,Image Processing,Skills
1180,AWS Greengrass,Skills
1181,Investigation,Skills
1182,Landscape,Skills
1183,Well,Skills
1184,BCDR,Skills
1185,migrations,Skills
1186,Communication,Skills
1187,architecture designs,Skills
1188,Team Leadership,Skills
1189,Solving,Skills
1190,Expert Knowledge,Skills
1191,OSS,Skills
1192,Linux IaaS,Skills
1193,Conflict Management ,Skills
1194,lead,Skills
1195,RA,Skills
1196,Tuning,Skills
1197,Palo,Skills
1198,PALO ITYou,Skills
1199,2009,Skills
1200,LoadRunner)1,Skills
1201,Vision,Skills
1202,Hong Kong,Skills
1203,Blog,Skills
1204,HP QC,Skills
1205,Thailand,Skills
1206,Choose Positivity,Skills
1207,Grafana,Skills
1208,Opencloud,Skills
1209,TDD,Skills
1210,CourageWe Share,Skills
1211,colour,Skills
1212,sexuality,Skills
1213,Selenium,Skills
1214,Palo-,Skills
1215,Deployment,Skills
1216,BDD,Skills
1217,Opensolaris,Skills
1218,DR,Skills
1219,Practices,Skills
1220,CA-,Skills
1221,Privacy Notice,Skills
1222,Shell Scripting,Skills
1223,Mexico,Skills
1224,Australia,Skills
1225,ValuesWe,Skills
1226,SaltStack,Skills
1227,experience6,Skills
1228,Jenkins)Knowledge,Skills
1229,Articulate,Skills
1230,SOW,Skills
1231,Sales Specialist,Skills
1232,Hybrid,Skills
1233,architectIaaS,Skills
1234,AzureExperience,Skills
1235,GCP)VMWare,Skills
1236,Singtel,Skills
1237,Hybrid Cloud,Skills
1238,Presales,Skills
1239,Defense,Skills
1240,Eg,Skills
1241,QualificationsMin,Skills
1242,Electrical Engineering,Skills
1243,NutanixInfrastructure,Skills
1244,Thanos,Skills
1245,LPI Certification,Skills
1246,CDCreation,Skills
1247,APM,Skills
1248,Groovy,Skills
1249,ReactJS)Software Engineering,Skills
1250,CKAD CertificationReact,Skills
1251,shell &,Skills
1252,CompetenciesExpertise,Skills
1253,Kubernetes Deployments,Skills
1254,RHCE,Skills
1255,Jenkins Pipelines,Skills
1256,Grafana &,Skills
1257,Load Balancers,Skills
1258,Helm Charts,Skills
1259,ES,Skills
1260,Dockerfile CompositionExpertise,Skills
1261,Prepare,Skills
1262,SRE Practice,Skills
1263,Prudential Singapore,Skills
1264,container standards,Skills
1265,PlatformsKnowledge,Skills
1266,Points,Skills
1267,Kibana,Skills
1268,Systems Design,Skills
1269,Exporters,Skills
1270,Manifests,Skills
1271,Jenkins Shared,Skills
1272,SLAs,Skills
1273,meticulous &,Skills
1274,SLOs,Skills
1275,Shell,Skills
1276,Metricbeat,Skills
1277,CKA,Skills
1278,Oral Communication Skills,Skills
1279,Nutanix,Skills
1280,Systems engineering ,Skills
1281,advantageousKnowledge of,Skills
1282,Technical Knowledge,Skills
1283,Communicating with end users ,Skills
1284,Conditional Access,Skills
1285,Fridays,Skills
1286,R1110239,Skills
1287,Lai Yingying,Skills
1288,Office,Skills
1289,Customer Support,Skills
1290,DLP,Skills
1291,Wi-,Skills
1292,Job Reference,Skills
1293,GPO,Skills
1294,Cybersecurity,Skills
1295,AAD,Skills
1296,Cisco,Skills
1297,OneDriveMonitor,Skills
1298,Backup,Skills
1299,Microsoft AD,Skills
1300,switch/,Skills
1301,19919To,Skills
1302,Teams,Skills
1303,usersIT,Skills
1304,Office 365,Skills
1305,Desktop Support,Skills
1306,Microsoft OS,Skills
1307,Intune,Skills
1308,Windows OS,Skills
1309,AD,Skills
1310,VLAN,Skills
1311,Intrusion,Skills
1312,Reactjs,Skills
1313,EA(94C3609,Skills
1314,Visual Design,Skills
1315,react.js,Skills
1316,PLUS,Skills
1317,Test Driven Development,Skills
1318,R1332781,Skills
1319,China,Skills
1320,Ability To Learn ,Skills
1321,springboot framework,Skills
1322,the Technical,Skills
1323,Android App,Skills
1324,Software Design,Skills
1325,win-,Skills
1326,Xml,Skills
1327,Software Development ,Skills
1328,authorizationUnderstanding,Skills
1329,Springboot,Skills
1330,GCPShould,Skills
1331,Ex,Skills
1332,Microsoft M365,Skills
1333,Security Operation,Skills
1334,network protocols,Skills
1335,Security Policy,Skills
1336,Managed Services-,Skills
1337,Information Security Management,Skills
1338,Flexibility,Skills
1339,standards- Supervise,Skills
1340,Qualifications:- Bachelor,Skills
1341,GCB)- Knowledge,Skills
1342,classification,Skills
1343,PA,Skills
1344,IR,Skills
1345,Manage,Skills
1346,Team Handling,Skills
1347,MacOS,Skills
1348,OSI,Skills
1349,Linux &,Skills
1350,monthly,Skills
1351,Cloud security-,Skills
1352,AV,Skills
1353,PDPA,Skills
1354,Threat Intelligence,Skills
1355,AWS- Candidates,Skills
1356,EDR,Skills
1357,training,Skills
1358,PAM,Skills
1359,CASB,Skills
1360,CloudYou,Skills
1361,SPPL,Skills
1362,Azure Solution,Skills
1363,Batch,Skills
1364,Degree Computer,Skills
1365,InsuranceLearning &,Skills
1366,Information Science,Skills
1367,Realtime,Skills
1368,IaaS SaaS,Skills
1369,Cloud Architecture,Skills
1370,DoYou,Skills
1371,Architecture Reviews,Skills
1372,Deputy Director,Skills
1373,Wcm ,Skills
1374,Budget Management,Skills
1375,Additionally,Skills
1376,Cost Management,Skills
1377,Windows Administration,Skills
1378,International Business,Skills
1379,SIEM,Skills
1380,Avensys,Skills
1381,Security Incident,Skills
1382,Banking,Skills
1383,ON OFFER,Skills
1384,traffic analysis,Skills
1385,Cyber Threat,Skills
1386,insurance,Skills
1387,Root Cause Analysis,Skills
1388,GIAC certificationWHAT,Skills
1389,threat management,Skills
1390,forensic analysis,Skills
1391,Microsoft Word,Skills
1392,Advocacy,Skills
1393,Insider Threat2,Skills
1394,developmentDevelop,Skills
1395,RCA,Skills
1396,Computer Security ,Skills
1397,Security Strategy,Skills
1398,Traveloka,Skills
1399,data API,Skills
1400,Southeast Asia,Skills
1401,Phabricator,Skills
1402,BitBucket,Skills
1403,backend systems,Skills
1404,building,Skills
1405,System Design,Skills
1406,algorithms10,Skills
1407,Travis CI,Skills
1408,Api ,Skills
1409,dynamic environment,Skills
1410,Guard Duty,Skills
1411,CloudTrail,Skills
1412,Vcloud,Skills
1413,anomaly analytics,Skills
1414,Lighting,Skills
1415,KMS,Skills
1416,AWS Config,Skills
1417,Encryption,Skills
1418,Access Management,Skills
1419,CSM,Skills
1420,Computer Graphics,Skills
1421,cloud servers ,Skills
1422,Attack Simulation,Skills
1423,ICS,Skills
1424,ECSA,Skills
1425,Incident,Skills
1426,Security+,Skills
1427,setup,Skills
1428,MS,Skills
1429,McAfee)Endpoint Detection,Skills
1430,Microsoft AzureKnowledge,Skills
1431,Response,Skills
1432,CompTIA,Skills
1433,Nessus,Skills
1434,XM,Skills
1435,Security Administration,Skills
1436,valuable)Knowledge,Skills
1437,security training,Skills
1438,Checkpoint,Skills
1439,SOAR,Skills
1440,Microsoft Sentinel,Skills
1441,CompTIA Security+,Skills
1442,sentinel,Skills
1443,Global Privacy,Skills
1444,Logging,Skills
1445,the Personal,Skills
1446,ManpowerGroup,Skills
1447,FreeBSD,Skills
1448,C++ ,Skills
1449,ManpowerGroup Singapore,Skills
1450,AWS ECS,Skills
1451,Memcache,Skills
1452,Dockers,Skills
1453,Wordpress,Skills
1454,Regularly,Skills
1455,Varnish,Skills
1456,Certifications,Skills
1457,Technical Skills,Skills
1458,Articulate ,Skills
1459,Drupal,Skills
1460,daily,Skills
1461,Written English,Skills
1462,GITCoding Skills,Skills
1463,Accountability,Skills
1464,composition,Skills
1465,GiTWell,Skills
1466,NodeJS)Software Engineering,Skills
1467,systems design ,Skills
1468,TraitsExcellent,Skills
1469,Description,Skills
1470,CommunityEqual,Skills
1471,HIV,Skills
1472,Execution,Skills
1473,physical,Skills
1474,mobility,Skills
1475,HIV Status,Skills
1476,Passion,Skills
1477,Azure VMware,Skills
1478,APJ,Skills
1479,innovate,Skills
1480,AVS,Skills
1481,Fortune 500,Skills
1482,AVS)You,Skills
1483,C-,Skills
1484,Note,Skills
1485,Cloud Sales,Skills
1486,agility,Skills
1487,SingaporeBusiness,Skills
1488,Cloud Services,Skills
1489,98%,Skills
1490,Any Kind,Skills
1491,marital,Skills
1492,Field,Skills
1493,Inside Sales,Skills
1494,national,Skills
1495,Azure Consumption,Skills
1496,Customer Satisfaction,Skills
1497,retention,Skills
1498,Global Black,Skills
1499,Sales teams,Skills
1500,Consulting Services,Skills
1501,NWS,Skills
1502,CSO,Skills
1503,ACR,Skills
1504,PCB,Skills
1505,CSAT,Skills
1506,Account,Skills
1507,New Work,Skills
1508,demonstrating,Skills
1509,CEnS,Skills
1510,senior management,Skills
1511,Computer Sciences,Skills
1512,manufacturing,Skills
1513,communities,Skills
1514,applications,Skills
1515,Science,Skills
1516,technologies,Skills
1517,1998,Skills
1518,IBM Cloud,Skills
1519,Software Defined,Skills
1520,SDDC,Skills
1521,Virtualisation,Skills
1522,peers,Skills
1523,HCI,Skills
1524,the VMware,Skills
1525,Arts,Skills
1526,Hyper,Skills
1527,Experience,Skills
1528,SDN,Skills
1529,SDS,Skills
1530,Community,Skills
1531,VMware'svRealizeSuite,Skills
1532,AMS,Skills
1533,HTL,Skills
1534,AEMdeployment,Skills
1535,AEM)will,Skills
1536,aJava Developer,Skills
1537,Project Manager,Skills
1538,Relational Database,Skills
1539,RequirementsBachelors Degree,Skills
1540,SPA,Skills
1541,Cloud Infrastructure,Skills
1542,JSP,Skills
1543,Sling,Skills
1544,Components &,Skills
1545,AEM Sites,Skills
1546,Adobe Analytics,Skills
1547,Design,Skills
1548,Author,Skills
1549,AEM Dev,Skills
1550,releasing,Skills
1551,AEM,Skills
1552,AdobeExperience Platform,Skills
1553,Ops EngineerEnglish,Skills
1554,JVM,Skills
1555,MongoMK,Skills
1556,AEMSites Architect,Skills
1557,OSGi,Skills
1558,Adobe Campaign,Skills
1559,singleton pattern,Skills
1560,Adobe Cloud,Skills
1561,Archetype,Skills
1562,Dispatcher,Skills
1563,Cloud Manager,Skills
1564,Sling framework,Skills
1565,Team Lead,Skills
1566,Java Content,Skills
1567,MVC,Skills
1568,ORM,Skills
1569,TarMK,Skills
1570,JPA2,Skills
1571,Oracle RDBMS,Skills
1572,MQTT)Proficient programming,Skills
1573,Data Lake,Skills
1574,Maria DB,Skills
1575,SciPy,Skills
1576,Yi Yong,Skills
1577,CassandraDB,Skills
1578,MariaDB,Skills
1579,data access,Skills
1580,Data Analyst,Skills
1581,MongoDB)Collaborate,Skills
1582,DeliverySupport,Skills
1583,have)Strong,Skills
1584,Data Mart,Skills
1585,Mahout,Skills
1586,Streaming,Skills
1587,Client,Skills
1588,Shell Script,Skills
1589,Data WarehouseProficient,Skills
1590,Transform,Skills
1591,License,Skills
1592,Cassandra DB,Skills
1593,Load,Skills
1594,PySpark,Skills
1595,Main Duties,Skills
1596,IoT Track,Skills
1597,Pig,Skills
1598,Extract,Skills
1599,R1983768,Skills
1600,Google Cloud ,Skills
1601,Data Architect,Skills
1602,React ,Skills
1603,Software Engineer,Skills
1604,Confluence;5,Skills
1605,git flow,Skills
1606,JIRA,Skills
1607,Confluence,Skills
1608,trunk,Skills
1609,Kubernetes)Cloud,Skills
1610,LTVP,Skills
1611,SDLC,Skills
1612,cucumber)RDBMS,Skills
1613,Singaporeans,Skills
1614,release management,Skills
1615,eXtreme,Skills
1616,processesDevelops data,Skills
1617,JUnit,Skills
1618,solve,Skills
1619,BDD)5,Skills
1620,Mockito,Skills
1621,AKS,Skills
1622,PR,Skills
1623,Development Reactive,Skills
1624,SQLEvent,Skills
1625,Software Testing,Skills
1626,Event StreamsCode,Skills
1627,CISO,Skills
1628,terminations,Skills
1629,Wealth Management,Skills
1630,Machine,Skills
1631,Application SecurityStrong,Skills
1632,Sr,Skills
1633,Consumer,Skills
1634,experienceMaster,Skills
1635,Policy,Skills
1636,SASA,Skills
1637,processesEvaluate,Skills
1638,Citigroup,Skills
1639,Technology Development,Skills
1640,gcp5,Skills
1641,AdvancedAnalytics,Skills
1642,ml server,Skills
1643,the Data,Skills
1644,glue,Skills
1645,theMicrosoft Azure,Skills
1646,avalanche,Skills
1647,IT Management,Skills
1648,amazon emr,Skills
1649,qubole,Skills
1650,bi,Skills
1651,snowflake,Skills
1652,Enterprise,Skills
1653,mapr,Skills
1654,marklogic,Skills
1655,memsql,Skills
1656,ibm,Skills
1657,kubernetes)data,Skills
1658,Customer Successteam,Skills
1659,teradata,Skills
1660,apache spark,Skills
1661,hdinsight,Skills
1662,tableau)data,Skills
1663,oracle exadata,Skills
1664,frameworks)5,Skills
1665,Advanced Analytics,Skills
1666,Enterprise Architects,Skills
1667,database,Skills
1668,actian,Skills
1669,Data Platform,Skills
1670,andMicrosoft Data,Skills
1671,Microsoft Cloud,Skills
1672,Enterprise Cloud,Skills
1673,degree4,Skills
1674,JPMorgan Chase,Skills
1675,problemsAWS,Skills
1676,the Global,Skills
1677,Kubernetes Certifications,Skills
1678,"deployment,",Skills
1679,AnalyticsSystematic,Skills
1680,Global Technology,Skills
1681,JPMC,Skills
1682,An Equal,Skills
1683,Flink,Skills
1684,Terms,Skills
1685,Computer Scienceor,Skills
1686,Shanghai,Skills
1687,Indexes,Skills
1688,ChinaResponsibilities,Skills
1689,Research,Skills
1690,Performance,Skills
1691,Pooling,Skills
1692,Automation,Skills
1693,WebSockets,Skills
1694,No,Skills
1695,Formulate,Skills
1696,LOC3344,Skills
1697,Education,Skills
1698,Testing,Skills
1699,Software Engineer - Cloud ,Skills
1700,Consume,Skills
1701,DBMS,Skills
1702,Schema,Skills
1703,Job,Skills
1704,ChinaLocation,Skills
1705,Role Based,Skills
1706,Troubleshoot,Skills
1707,perform security,Skills
1708,Security Frameworks,Skills
1709,risk &,Skills
1710,AIOps,Skills
1711,Azure Security,Skills
1712,Azure Active,Skills
1713,MPP,Skills
1714,Vertica,Skills
1715,Meet-,Skills
1716,usAmazon Web,Skills
1717,BigQuery,Skills
1718,petabyte,Skills
1719,the DW,Skills
1720,Analytics Solutions Architect - Acceleration Lab ,Skills
1721,Amazon Redshift,Skills
1722,DataWarehouse,Skills
1723,Proof,Skills
1724,Solution Architects,Skills
1725,website,Skills
1726,batch processing,Skills
1727,Pilots,Skills
1728,labs,Skills
1729,Business Development,Skills
1730,jobs/,Skills
1731,Math,Skills
1732,sharding,Skills
1733,Netezza,Skills
1734,Data Warehousing,Skills
1735,Greenplum,Skills
1736,Customer Account,Skills
1737,Analytics,Skills
1738,whitepapers,Skills
1739,AWS Summit,Skills
1740,SeniorPrincipal Engineer,Skills
1741,Containerized Microservices,Skills
1742,Test Driven,Skills
1743,Event,Skills
1744,FirmwareDell Technologies,Skills
1745,DatabasesExtensive,Skills
1746,Rust,Skills
1747,Distributed Algorithms,Skills
1748,GCPcertified,Skills
1749,Compilers,Skills
1750,solutionsRequirements,Skills
1751,Network Programming,Skills
1752,Behavior,Skills
1753,Bachelor's,Skills
1754,Edge,Skills
1755,bonus programs,Skills
1756,Computer Architecture,Skills
1757,SOLID,Skills
1758,Dell,Skills
1759,Singapore)Dell Technologies,Skills
1760,QA,Skills
1761,Clean Code,Skills
1762,SOAP,Skills
1763,neededQualifications,Skills
1764,JenkinsAdditional,Skills
1765,JavaHand,Skills
1766,GrafanaStrong,Skills
1767,Infrastructure)Troubleshoot priority,Skills
1768,Systems,Skills
1769,DataBricks,Skills
1770,Apps,Skills
1771,experienceAWS/,Skills
1772,facilitate blameless,Skills
1773,Internal CandidatesAs,Skills
1774,Data Dog,Skills
1775,F5,Skills
1776,Symantec,Skills
1777,SIEM Solution,Skills
1778,User Mgmt,Skills
1779,Industry Best,Skills
1780,Security Control,Skills
1781,Potential,Skills
1782,ResponsibilitiesSecurity Governance,Skills
1783,CIS Control,Skills
1784,Operations Team,Skills
1785,ISO22301,Skills
1786,SingTel Security,Skills
1787,the Systems,Skills
1788,MFAWork,Skills
1789,& ISO27001,Skills
1790,CSRC,Skills
1791,Arista,Skills
1792,Associate)ITSM,Skills
1793,ISMS,Skills
1794,Software,Skills
1795,TrendMicro,Skills
1796,IP Networks,Skills
1797,Malware,Skills
1798,Dubai,Skills
1799,FaaS,Skills
1800,Azure Function,Skills
1801,London,Skills
1802,Wasm,Skills
1803,Seoul,Skills
1804,New York,Skills
1805,AWS Lambda,Skills
1806,Berlin,Skills
1807,Knative,Skills
1808,Los Angeles,Skills
1809,Firecracker,Skills
1810,OpenFaaS,Skills
1811,Jakarta,Skills
1812,KVM,Skills
1813,Google Function,Skills
1814,v8,Skills
1815,Paris,Skills
1816,Tokyo,Skills
1817,innovative,Skills
1818,TechReady,Skills
1819,cross-,Skills
1820,compliance &,Skills
1821,End Customer,Skills
1822,gcp architect,Skills
1823,cross,Skills
1824,ProofDemonstrates,Skills
1825,programs,Skills
1826,qualifications10,Skills
1827,Technical Specialists,Skills
1828,ciscp,Skills
1829,sessions,Skills
1830,Power Apps,Skills
1831,MTC,Skills
1832,MSP,Skills
1833,MCP,Skills
1834,Microsoft Security,Skills
1835,tools,Skills
1836,FastTrack,Skills
1837,Managed Service,Skills
1838,endpoints,Skills
1839,Managed Certified,Skills
1840,non-,Skills
1841,Container Instances,Skills
1842,monitoringCapacity,Skills
1843,Microsoft Certified,Skills
1844,VNet,Skills
1845,andRoutine,Skills
1846,DNS)Storage,Skills
1847,Migrations)Middleware,Skills
1848,Cloud InfrastructureOversees,Skills
1849,QualificationsDiploma/,Skills
1850,IT Service,Skills
1851,Fileshare,Skills
1852,VCP,Skills
1853,restore procedures,Skills
1854,Data Domain,Skills
1855,Commvault,Skills
1856,Serverless,Skills
1857,Advisor,Skills
1858,IIS,Skills
1859,Backup(StorSimple,Skills
1860,Azure Backup,Skills
1861,NSG,Skills
1862,Blob Storage,Skills
1863,CDNs,Skills
1864,Snapshot,Skills
1865,Azure Storage,Skills
1866,Symantec NetBackup,Skills
1867,MFA,Skills
1868,qualification,Skills
1869,Autoscaling,Skills
1870,Service Fabric,Skills
1871,AdministratorAZURE,Skills
1872,Singtel Hybrid,Skills
1873,Hypervisors,Skills
1874,standard,Skills
1875,managementService desk,Skills
1876,problems,Skills
1877,Cloud Operations,Skills
1878,CBAC,Skills
1879,fixes,Skills
1880,Cloud Engineer,Skills
1881,Prudential,Skills
1882,CI/CD,Skills
1883,UI/UX Development ,Skills
1884,Linux Os,Skills
1885,Microsoft Consulting,Skills
1886,Pass the,Skills
1887,Azure Information,Skills
1888,authentication/,Skills
1889,ARM,Skills
1890,Securing Microsoft,Skills
1891,Certificate Authority,Skills
1892,Credential Theft,Skills
1893,TerraformIdentity,Skills
1894,Azure Log,Skills
1895,Golden,Skills
1896,Azure Resource,Skills
1897,Azure Solution Architect ,Skills
1898,CLI,Skills
1899,customersan understanding,Skills
1900,Azure App,Skills
1901,attestationMicrosoft,Skills
1902,Visual Studio,Skills
1903,Azure Advanced,Skills
1904,Hash,Skills
1905,Securing Privileged,Skills
1906,Azure PowerShell,Skills
1907,Azure Stack,Skills
1908,Virtual NetworksDesigning,Skills
1909,RBAC,Skills
1910,Data Engineer,Skills
1911,Azure Synapse,Skills
1912,Pune,Skills
1913,Data Warehouses,Skills
1914,12 months,Skills
1915,SHIR,Skills
1916,Data Warehouse ,Skills
1917,PuneSkill,Skills
1918,Azure SQL,Skills
1919,SQL Analysis,Skills
1920,star schema,Skills
1921,T-sql,Skills
1922,Data EngineerJob,Skills
1923,Months,Skills
1924,SQLExcellent data,Skills
1925,Reporting,Skills
1926,Azure DevOpsOverall,Skills
1927,Azure Key,Skills
1928,incremental data,Skills
1929,CubesExpert,Skills
1930,Data Marts,Skills
1931,Hiring,Skills
1932,AzureFamiliar,Skills
1933,schedule,Skills
1934,trade school,Skills
1935,Xbox,Skills
1936,OneDrive,Skills
1937,O&M,Skills
1938,Computerized Maintenance,Skills
1939,Learn,Skills
1940,Live,Skills
1941,hospitals,Skills
1942,Coach,Skills
1943,CO+I,Skills
1944,pharmaceutical,Skills
1945,pdus,Skills
1946,Career Rotation,Skills
1947,Global Operational,Skills
1948,quality,Skills
1949,CET IV,Skills
1950,military,Skills
1951,cooling,Skills
